INSTITUICAO_ENSINO_ALUNO_2020,NOME,IDADE_ALUNO_2020,ANOS_PM_2020,FASE_TURMA_2020,PONTO_VIRADA_2020,INDE_2020,INDE_CONCEITO_2020,PEDRA_2020,DESTAQUE_IEG_2020,DESTAQUE_IDA_2020,DESTAQUE_IPV_2020,IAA_2020,IEG_2020,IPS_2020,IDA_2020,IPP_2020,IPV_2020,IAN_2020
Escola Pública,ALUNO-984,10,3,1H,Não,5311390666666660,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9500020000000000,2024-03-04 00:00:00,2024-05-07 00:00:00,0,7291666666666660,761111,5
Escola Pública,ALUNO-986,14,2,4F,Não,7000417666666660,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,916668,2024-02-04 00:00:00,2024-05-07 00:00:00,6333333333333330,4375-08-01 00:00:00,6916665,10
Escola Pública,ALUNO-989,12,0,2P,Não,7886668666666660,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9500020000000000,2024-06-09 00:00:00,2024-05-07 00:00:00,7,8333333333333330,7666666666666660,5
Escola Pública,ALUNO-991,10,1,2N,Não,67994460000000000,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9000020000000000,2024-09-07 00:00:00,6.25,2024-05-02 00:00:00,2024-05-07 00:00:00,722222,10
Escola Pública,ALUNO-992,9,1,0F,Não,7.32,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9000020000000000,2024-06-05 00:00:00,2024-05-07 00:00:00,2024-05-09 00:00:00,2024-05-07 00:00:00,699999,5
Rede Decisão/União,ALUNO-993,14,2,5F,Não,75256255,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,708333,2024-03-08 00:00:00,4375,6,828125,8458337499999990,10
Escola Pública,ALUNO-994,11,1,2F,Não,8677223999999990,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9500020000000000,2024-04-09 00:00:00,6875,9,7708333333333330,7944443333333330,10
Rede Decisão/União,ALUNO-996,10,2,2G,Não,7736390666666660,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9000020000000000,2024-03-07 00:00:00,2024-05-07 00:00:00,6,7708333333333330,8277776666666660,10
Escola Pública,ALUNO-997,9,1,1A,Não,8982502,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9000020000000000,2024-06-09 00:00:00,10,9,8125,7.75,10
Rede Decisão/União,ALUNO-999,12,2,3G,Não,7004444666666660,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,833334,2024-08-05 00:00:00,3125,7333333333333330,6875,772222,10
Escola Pública,ALUNO-1002,14,0,3J,Não,8114724,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,916668,2024-04-09 00:00:00,2024-05-07 00:00:00,8333333333333330,8125,7944446666666660,5
Escola Pública,ALUNO-1003,14,1,3C,Não,7598890333333330,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,958335,2024-08-06 00:00:00,2024-05-07 00:00:00,8,8749999999999990,7777776666666660,5
Escola Pública,ALUNO-1004,8,0,0H,Não,7675002000000000,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9000020000000000,10,6.25,9,2024-05-02 00:00:00,2024-05-05 00:00:00,10
Escola Pública,ALUNO-1006,10,1,1H,Não,78105573333333296,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9000020000000000,2024-04-09 00:00:00,2024-05-07 00:00:00,2024-05-07 00:00:00,7916666666666660,7444443333333330,5
Escola Pública,ALUNO-1007,11,1,2P,Não,75266693333333296,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9500020000000000,2024-03-08 00:00:00,2024-05-07 00:00:00,4,8333333333333330,7666670000000000,10
Escola Pública,ALUNO-1010,9,1,1B,Não,8582085,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9000020000000000,2024-09-09 00:00:00,5,10,7.1875,7416665,10
Escola Pública,ALUNO-1012,8,0,1M,Não,8765835000000000,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8000020000000000,2024-01-09 00:00:00,2024-05-07 00:00:00,10,8125,7916665,10
Escola Pública,ALUNO-1014,10,1,1N,Não,6964446,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8000020000000000,2024-06-08 00:00:00,2024-05-07 00:00:00,5,2024-05-07 00:00:00,7222219999999990,5
Escola Pública,ALUNO-1015,12,2,3R,Sim,8052502,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,916668,2024-02-07 00:00:00,2024-05-07 00:00:00,6666666666666660,8125,9000003333333330,10
Escola Pública,ALUNO-1016,12,1,2E,Não,7433890666666660,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8500020000000000,2024-06-09 00:00:00,2024-05-07 00:00:00,6,7916666666666660,711111,5
Rede Decisão/União,ALUNO-1017,11,2,2J,Não,8473890666666660,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9000020000000000,2024-08-08 00:00:00,2024-05-07 00:00:00,2024-05-08 00:00:00,7083333333333330,8277776666666660,10
Escola Pública,ALUNO-1018,17,0,5L,Não,4995277333333330,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,833334,2024-09-04 00:00:00,2024-05-07 00:00:00,0,8541666666666660,5388883333333330,5
Escola Pública,ALUNO-1019,17,0,5A,Não,6252775000000000,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,624999,2024-05-06 00:00:00,2024-05-07 00:00:00,4333333333333330,8333333333333330,688888,5
FIAP,ALUNO-1020,18,3,8A,,6250001,D,Quartzo,Ponto a melhorar em 2021: Melhorar o seu engajamento nas ações de voluntariado.,Ponto a melhorar em 2021: As suas notas na Faculdade.,,875001,0,6875,2024-05-07 00:00:00,0,0,10
Escola Pública,ALUNO-1021,12,1,2M,Não,67829180000000000,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9000020000000000,2024-08-07 00:00:00,6875,2024-05-04 00:00:00,7.1875,758333,5
Escola Pública,ALUNO-1022,8,0,0F,Não,8780002,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10000020000000000,2024-09-09 00:00:00,2024-05-07 00:00:00,9,2024-05-07 00:00:00,2024-05-07 00:00:00,10
Escola Pública,ALUNO-1024,17,0,5L,Não,37622213333333296,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,2024-05-07 00:00:00,2024-02-02 00:00:00,3125,0,7708333333333330,494444,5
Rede Decisão/União,ALUNO-1027,15,4,5G,Sim,8069793166666660,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,875001,9,4375,6333333333333330,890625,90000025,10
Escola Pública,ALUNO-1028,12,1,2C,Não,773389,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9500020000000000,2024-01-09 00:00:00,2024-05-07 00:00:00,2024-05-07 00:00:00,7916666666666660,7111106666666660,5
Escola Pública,ALUNO-1029,10,1,1D,Sim,8352502999999990,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9500020000000000,2024-07-08 00:00:00,2024-05-07 00:00:00,9,8125,9000005,5
Escola Pública,ALUNO-1031,8,0,0B,Sim,9166669,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9000020000000000,10,2024-05-07 00:00:00,10,2024-05-07 00:00:00,8833335,10
Escola Pública,ALUNO-1034,11,1,2N,Não,7751391333333330,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8000020000000000,2024-05-08 00:00:00,2024-05-07 00:00:00,2024-05-05 00:00:00,8125,7944446666666660,10
Escola Pública,ALUNO-1035,10,0,1C,Não,8263334666666660,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9500020000000000,2024-04-09 00:00:00,2024-05-07 00:00:00,10,2024-05-07 00:00:00,7166663333333330,5
Escola Pública,ALUNO-1036,12,0,1E,Não,4701666666666660,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,841668,2024-03-03 00:00:00,6875,0,6458333333333330,6833326666666660,5
Escola Pública,ALUNO-1041,12,1,3M,Não,7793543333333330,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,875001,2024-04-05 00:00:00,2024-05-07 00:00:00,8666666666666660,796875,779167,10
Escola Pública,ALUNO-1046,14,2,3R,Sim,7993334666666660,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,2024-05-07 00:00:00,2024-03-09 00:00:00,2024-05-07 00:00:00,7666666666666660,8333333333333330,883334,5
Escola Pública,ALUNO-1047,13,2,4L,Não,4833887333333330,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,2024-05-07 00:00:00,2024-01-02 00:00:00,2024-05-07 00:00:00,0,7916666666666660,5611103333333330,10
Escola Pública,ALUNO-1051,12,1,3F,Não,6254445333333330,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,916668,2024-08-02 00:00:00,2024-05-07 00:00:00,36666666666666600,2024-05-07 00:00:00,772222,10
Escola Pública,ALUNO-1056,16,1,3L,Não,4336873833333330,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,2024-05-07 00:00:00,2024-07-03 00:00:00,4375,26666666666666600,609375,50833275,2024-05-02 00:00:00
Escola Pública,ALUNO-1061,12,2,2C,Não,7940278666666660,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9500020000000000,2024-05-08 00:00:00,6875,9,7916666666666660,7555549999999990,5
Escola Pública,ALUNO-1067,9,2,0D,Não,8312502,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8500020000000000,10,2024-05-07 00:00:00,2024-05-09 00:00:00,8125,2024-05-07 00:00:00,5
Escola Pública,ALUNO-1070,10,1,0E,Não,76333340000000000,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8500020000000000,10,2024-05-07 00:00:00,2024-05-09 00:00:00,5,566666,5
Escola Pública,ALUNO-1072,12,0,3C,Não,8193334333333330,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,875001,2024-03-08 00:00:00,2024-05-07 00:00:00,7333333333333330,8749999999999990,7833333333333330,10
Rede Decisão/União,ALUNO-1075,14,4,4A,Não,8796113333333330,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,916668,2024-08-09 00:00:00,10,6666666666666660,8749999999999990,855556,10
Escola Pública,ALUNO-1077,8,0,0C,Não,8254168,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9500020000000000,10,2024-05-07 00:00:00,2024-05-07 00:00:00,6875,683333,10
Escola Pública,ALUNO-1078,11,1,1J,Não,7804168000000000,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,74166799999999904,8,6875,10,7083333333333330,7833333333333330,5
Escola Pública,ALUNO-1079,10,1,1J,Não,6602502,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9000020000000000,2024-07-06 00:00:00,2024-05-07 00:00:00,4.25,7291666666666660,7666666666666660,5
Escola Pública,ALUNO-1081,16,3,5G,Não,52535425,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,833334,2024-07-06 00:00:00,3125,4,609375,42916675,5
Escola Pública,ALUNO-1084,8,1,0D,Não,8308336,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9000020000000000,10,4375,9,6875,741667,10
Escola Pública,ALUNO-1085,14,1,3M,Não,6205209666666660,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,916668,2024-05-05 00:00:00,2024-05-07 00:00:00,33333333333333300,796875,7375,5
Escola Pública,ALUNO-1087,11,2,2L,Não,7635279333333330,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,750002,2024-06-08 00:00:00,2024-05-07 00:00:00,6,7708333333333330,7222219999999990,10
Escola Pública,ALUNO-1088,17,2,5L,Não,6116945666666660,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,875001,2024-08-04 00:00:00,2024-05-07 00:00:00,26666666666666600,8541666666666660,8222223333333330,5
Escola Pública,ALUNO-1089,10,1,0B,Sim,8900004,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9500020000000000,10,2024-05-07 00:00:00,2024-05-08 00:00:00,10,1000001,5
Escola Pública,ALUNO-1090,10,2,1N,Não,6611668,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,700002,2024-06-04 00:00:00,2024-05-07 00:00:00,8,7083333333333330,7166663333333330,5
Escola Pública,ALUNO-1092,16,1,6A,Não,53102075,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,0,2024-09-04 00:00:00,2024-05-07 00:00:00,2,796875,69166625,10
Rede Decisão/União,ALUNO-1093,16,4,5B,Não,7297778666666660,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,916668,2024-01-09 00:00:00,2024-05-07 00:00:00,5333333333333330,8333333333333330,7055553333333330,5
Escola Pública,ALUNO-1094,13,1,2D,Não,8041252,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9000020000000000,2024-03-09 00:00:00,2024-05-07 00:00:00,2024-05-08 00:00:00,8125-07-01 00:00:00,7.75,5
Escola Pública,ALUNO-1095,7,1,0B,Não,9116669,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10000020000000000,10,2024-05-07 00:00:00,10,2024-05-07 00:00:00,8083335,10
Rede Decisão/União,ALUNO-1097,12,3,3B,Não,7818543333333330,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,958335,2024-04-07 00:00:00,2024-05-07 00:00:00,6666666666666660,796875,2024-05-07 00:00:00,10
FIAP,ALUNO-1100,15,2,8A,,8976668,A,Topázio,Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado.,Seu destaque em 2020: As suas boas notas na Faculdade.,,916668,10,2024-05-07 00:00:00,2024-09-08 00:00:00,0,0,10
Escola Pública,ALUNO-1103,13,4,2H,Não,6394585,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,791668,2024-09-08 00:00:00,4375,2024-05-03 00:00:00,6875-04-01 00:00:00,8583335,5
Escola Pública,ALUNO-1105,11,4,1D,Não,7648752,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,750002,2024-04-09 00:00:00,2024-05-07 00:00:00,2024-05-07 00:00:00,7.1875,7.75,5
Escola Pública,ALUNO-1106,10,1,0E,Sim,77341690000000000,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9000020000000000,2024-09-09 00:00:00,4375,2024-05-09 00:00:00,2024-05-02 00:00:00,8833335,5
Escola Pública,ALUNO-1110,10,1,1A,Não,7852501999999990,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9500020000000000,2024-07-07 00:00:00,2024-05-07 00:00:00,2024-05-08 00:00:00,8125,8,5
Escola Pública,ALUNO-1112,16,2,6B,Não,68100005,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,791667,2024-08-05 00:00:00,6.25,2024-05-04 00:00:00,2024-05-07 00:00:00,79166675,10
Escola Pública,ALUNO-1119,8,1,1A,Não,8541252,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10000020000000000,2024-08-08 00:00:00,2024-05-07 00:00:00,9,8125-07-01 00:00:00,7.25,10
Rede Decisão/União,ALUNO-1123,15,1,3J,Sim,8266390000000000,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,833334,2024-07-08 00:00:00,6875,8333333333333330,9166666666666660,9611113333333330,5
Escola Pública,ALUNO-1127,12,2,2B,Sim,7356669999999990,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8000020000000000,2024-02-08 00:00:00,2024-05-07 00:00:00,2024-05-06 00:00:00,5,933334,5
Rede Decisão/União,ALUNO-1128,14,2,4E,Sim,8229169833333330,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,916668,2024-05-05 00:00:00,10,6666666666666660,9375,97083425,10
Rede Decisão/União,ALUNO-1129,10,1,2F,Não,8035278666666660,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9000020000000000,2024-01-09 00:00:00,5,8,7708333333333330,7222216666666660,10
Escola Pública,ALUNO-1130,11,1,2N,Não,8788613333333330,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9500020000000000,2024-07-09 00:00:00,6875,9,8333333333333330,7888890000000000,10
Escola Pública,ALUNO-1131,13,1,3B,Não,7046043,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,958335,2024-01-08 00:00:00,6.25,4,734375,6541665,10
Rede Decisão/União,ALUNO-1132,17,1,6C,Não,7131251333333330,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,2024-05-07 00:00:00,8,6.25,6166666666666660,8125-07-01 00:00:00,820834,5
Escola Pública,ALUNO-1133,17,1,6A,Não,5431249666666660,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,0,2024-05-04 00:00:00,6.25,5833333333333330,8125-07-01 00:00:00,7291665,5
Escola Pública,ALUNO-1134,13,1,3A,Não,7178543166666660,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,958335,2024-07-06 00:00:00,2024-05-07 00:00:00,4833333333333330,796875,68333325,10
