NOME,FASE_2021,TURMA_2021,INSTITUICAO_ENSINO_ALUNO_2021,SINALIZADOR_INGRESSANTE_2021,PEDRA_2021,INDE_2021,IAA_2021,IEG_2021,IPS_2021,IDA_2021,IPP_2021,REC_EQUIPE_1_2021,REC_EQUIPE_2_2021,REC_EQUIPE_3_2021,REC_EQUIPE_4_2021,PONTO_VIRADA_2021,IPV_2021,IAN_2021,NIVEL_IDEAL_2021,DEFASAGEM_2021
ALUNO-1023,0.0,O,Escola Pública,Ingressante,Ametista,7896,9.0,10.0,2024-05-07 00:00:00,2024-08-05 00:00:00,2024-05-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Sim,2024-02-09 00:00:00,5.0,Nível 1 (4o ano),-1.0
ALUNO-1026,3.0,B,Escola Pública,Ingressante,Ametista,7008,2024-06-09 00:00:00,2024-01-06 00:00:00,2024-05-07 00:00:00,2024-06-05 00:00:00,2024-01-07 00:00:00,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-02-06 00:00:00,10.0,Nível 3 (7o e 8o ano),0.0
ALUNO-1027,6.0,C,Rede Decisão,Veterano,Ágata,5672,2024-05-07 00:00:00,2024-09-03 00:00:00,0.0,2024-08-06 00:00:00,2024-01-07 00:00:00,Mantido na Fase atual,Promovido de Fase,Não avaliado,Promovido de Fase,Não,2024-04-05 00:00:00,10.0,Nível 6 (2o EM),0.0
ALUNO-1028,2.0,D,Escola Pública,Veterano,Ametista,6917,2024-04-08 00:00:00,2024-04-05 00:00:00,2024-05-07 00:00:00,2024-01-07 00:00:00,2024-05-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,2024-08-07 00:00:00,5.0,Nível 3 (7o e 8o ano),-1.0
ALUNO-1029,2.0,P,Escola Pública,Veterano,Topázio,8782,9.0,2024-09-07 00:00:00,2024-05-07 00:00:00,2024-04-08 00:00:00,2024-02-09 00:00:00,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não avaliado,Sim,2024-07-09 00:00:00,10.0,Nível 2 (5o e 6o ano),0.0
ALUNO-1031,1.0,B,Escola Pública,Veterano,Topázio,8863,2024-05-09 00:00:00,10.0,2024-05-07 00:00:00,2024-01-08 00:00:00,2024-05-07 00:00:00,Promovido de Fase + Bolsa,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Sim,9.0,10.0,Nível 1 (4o ano),0.0
ALUNO-1032,1.0,R,Escola Pública,Ingressante,Ametista,7451,10.0,2024-03-08 00:00:00,2024-05-07 00:00:00,2024-01-05 00:00:00,2024-05-08 00:00:00,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-03-08 00:00:00,5.0,Nível 3 (7o e 8o ano),-2.0
ALUNO-1034,2.0,M,Escola Pública,Veterano,Ametista,7679,8.0,2024-02-09 00:00:00,2024-05-07 00:00:00,2024-08-05 00:00:00,2024-03-08 00:00:00,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,Sim,9.0,5.0,Nível 3 (7o e 8o ano),-1.0
ALUNO-1035,1.0,C,Escola Pública,Veterano,Ametista,7718,2024-05-09 00:00:00,2024-09-07 00:00:00,2024-09-06 00:00:00,6.0,2024-08-08 00:00:00,Promovido de Fase,Mantido na Fase + Bolsa,Promovido de Fase,Não avaliado,Sim,2024-06-09 00:00:00,5.0,Nível 2 (5o e 6o ano),-1.0
ALUNO-1038,4.0,F,Escola Pública,Ingressante,Ágata,6619,2024-03-08 00:00:00,2024-01-06 00:00:00,0.0,2024-05-06 00:00:00,8.0,Promovido de Fase,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não,2024-03-07 00:00:00,10.0,Nível 4 (9o ano),0.0
ALUNO-1043,0.0,M,Escola Pública,Ingressante,Topázio,8367,2024-05-09 00:00:00,10.0,2024-05-07 00:00:00,2024-08-06 00:00:00,2024-05-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-08-07 00:00:00,10.0,ALFA  (2o e 3o ano),0.0
ALUNO-1044,0.0,L,Escola Pública,Ingressante,Topázio,8250,9.0,10.0,2024-05-07 00:00:00,2024-05-05 00:00:00,2024-05-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-08-08 00:00:00,10.0,ALFA  (2o e 3o ano),0.0
ALUNO-1049,1.0,R,Escola Pública,Ingressante,Ametista,7457,2024-09-07 00:00:00,2024-08-08 00:00:00,2024-05-07 00:00:00,6.0,2024-05-08 00:00:00,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-01-08 00:00:00,5.0,Nível 2 (5o e 6o ano),-1.0
ALUNO-1050,0.0,R,Escola Pública,Ingressante,Topázio,8788,10.0,10.0,2024-05-07 00:00:00,2024-09-06 00:00:00,2024-05-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Sim,2024-05-09 00:00:00,10.0,ALFA  (2o e 3o ano),0.0
ALUNO-1051,3.0,F,Escola Pública,Veterano,Quartzo,3599,0.0,2024-07-01 00:00:00,2024-05-07 00:00:00,2024-03-01 00:00:00,2024-09-06 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-09-02 00:00:00,10.0,Nível 3 (7o e 8o ano),0.0
ALUNO-1055,3.0,F,Escola Pública,Ingressante,Ágata,6421,2024-05-07 00:00:00,2024-07-04 00:00:00,5.0,2024-07-04 00:00:00,2024-07-07 00:00:00,Promovido de Fase,Promovido de Fase + Bolsa,Mantido na Fase atual,Não avaliado,Não,2024-06-07 00:00:00,10.0,Nível 3 (7o e 8o ano),0.0
ALUNO-1057,3.0,L,Escola Pública,Ingressante,Ametista,7494,2024-03-08 00:00:00,2024-06-05 00:00:00,2024-05-07 00:00:00,2024-08-05 00:00:00,2024-03-08 00:00:00,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Sim,9.0,10.0,Nível 3 (7o e 8o ano),0.0
ALUNO-1063,0.0,S,Escola Pública,Ingressante,Quartzo,4900,2024-05-09 00:00:00,0.0,2024-05-07 00:00:00,2024-03-02 00:00:00,2024-05-07 00:00:00,Não avaliado,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-05-07 00:00:00,5.0,Nível 1 (4o ano),-1.0
ALUNO-1064,0.0,N,Escola Pública,Ingressante,Ágata,6817,10.0,10.0,0.0,2024-03-06 00:00:00,5.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-08-07 00:00:00,5.0,Nível 2 (5o e 6o ano),-2.0
ALUNO-1065,0.0,R,Escola Pública,Ingressante,Ametista,8000,2024-05-09 00:00:00,10.0,2024-05-07 00:00:00,7.0,2024-05-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-03-08 00:00:00,5.0,Nível 1 (4o ano),-1.0
ALUNO-1066,3.0,M,Escola Pública,Ingressante,Ágata,6540,2024-07-06 00:00:00,2024-07-04 00:00:00,2024-05-07 00:00:00,2024-08-05 00:00:00,2024-03-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-05-06 00:00:00,10.0,Nível 3 (7o e 8o ano),0.0
ALUNO-1067,1.0,E,Escola Pública,Veterano,Topázio,8544,2024-05-09 00:00:00,10.0,2024-05-07 00:00:00,2024-01-08 00:00:00,2024-08-08 00:00:00,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Sim,2024-02-09 00:00:00,5.0,Nível 2 (5o e 6o ano),-1.0
ALUNO-1068,6.0,A,Escola Pública,Ingressante,Ametista,7501,2024-02-09 00:00:00,2024-06-08 00:00:00,2024-05-07 00:00:00,2024-08-06 00:00:00,2024-01-08 00:00:00,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não,2024-02-07 00:00:00,5.0,Nível 7 (3o EM),-1.0
ALUNO-1070,1.0,E,Escola Pública,Veterano,Ametista,7758,2024-05-09 00:00:00,2024-06-09 00:00:00,2024-05-07 00:00:00,2024-04-05 00:00:00,2024-03-08 00:00:00,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,2024-07-08 00:00:00,5.0,Nível 2 (5o e 6o ano),-1.0
ALUNO-1071,2.0,A,Escola Pública,Ingressante,Ametista,7194,2024-05-09 00:00:00,2024-01-07 00:00:00,2024-05-07 00:00:00,2024-07-05 00:00:00,2024-03-07 00:00:00,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,2024-06-08 00:00:00,5.0,Nível 3 (7o e 8o ano),-1.0
ALUNO-1072,3.0,C,Escola Pública,Veterano,Ametista,7033,2024-02-09 00:00:00,2024-03-05 00:00:00,2024-05-07 00:00:00,2024-06-04 00:00:00,2024-05-07 00:00:00,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,2024-02-08 00:00:00,10.0,Nível 3 (7o e 8o ano),0.0
ALUNO-1073,1.0,B,Escola Pública,Ingressante,Ametista,6914,2024-05-08 00:00:00,2024-03-08 00:00:00,2024-05-07 00:00:00,2024-04-05 00:00:00,2024-05-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-06-06 00:00:00,5.0,Nível 2 (5o e 6o ano),-1.0
ALUNO-1075,5.0,A,Rede Decisão,Veterano,Ametista,7859,2024-05-07 00:00:00,2024-02-07 00:00:00,2024-05-07 00:00:00,2024-03-06 00:00:00,2024-08-07 00:00:00,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Sim,2024-04-09 00:00:00,10.0,Nível 5 (1o EM),0.0
ALUNO-1078,2.0,R,Escola Pública,Veterano,Quartzo,4450,9.0,2024-07-01 00:00:00,2024-01-08 00:00:00,0.0,2024-07-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-07-05 00:00:00,5.0,Nível 3 (7o e 8o ano),-1.0
ALUNO-1083,2.0,E,Escola Pública,Ingressante,Quartzo,3498,0.0,2024-09-02 00:00:00,5.0,0.0,2024-08-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-07-05 00:00:00,5.0,Nível 4 (9o ano),-2.0
ALUNO-1084,1.0,F,Escola Pública,Veterano,Ametista,7954,8.0,2024-06-09 00:00:00,2024-09-06 00:00:00,2024-06-05 00:00:00,2024-09-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-02-08 00:00:00,10.0,Nível 1 (4o ano),0.0
ALUNO-1085,4.0,L,Escola Pública,Ingressante,Ágata,6234,2024-08-08 00:00:00,2024-05-07 00:00:00,2024-05-07 00:00:00,2024-09-03 00:00:00,2024-03-07 00:00:00,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não,2024-05-05 00:00:00,5.0,Nível 5 (1o EM),-1.0
ALUNO-1086,0.0,O,Escola Pública,Ingressante,Ametista,7746,2024-09-07 00:00:00,10.0,2024-05-07 00:00:00,2024-02-06 00:00:00,2024-05-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-06-08 00:00:00,5.0,Nível 2 (5o e 6o ano),-2.0
ALUNO-1087,2.0,M,Escola Pública,Veterano,Ametista,7329,2024-05-08 00:00:00,2024-08-08 00:00:00,2024-05-07 00:00:00,5.0,2024-01-08 00:00:00,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,Não,2024-03-08 00:00:00,5.0,Nível 3 (7o e 8o ano),-1.0
ALUNO-1089,1.0,G,Escola Pública,Veterano,Ágata,5653,9.0,2024-09-02 00:00:00,2024-05-07 00:00:00,2024-06-03 00:00:00,2024-05-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-02-07 00:00:00,5.0,Nível 2 (5o e 6o ano),-1.0
ALUNO-1090,1.0,M,Escola Pública,Veterano,Ametista,7179,2024-05-08 00:00:00,2024-08-08 00:00:00,2024-05-07 00:00:00,2024-07-03 00:00:00,2024-09-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Sim,9.0,5.0,Nível 2 (5o e 6o ano),-1.0
ALUNO-1093,6.0,A,Rede Decisão,Veterano,Ametista,7225,2024-09-07 00:00:00,2024-02-07 00:00:00,2024-05-07 00:00:00,2024-04-05 00:00:00,8.0,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não,2024-08-06 00:00:00,10.0,Nível 3 (7o e 8o ano),3.0
ALUNO-1095,1.0,C,Escola Pública,Veterano,Topázio,9294,10.0,2024-02-09 00:00:00,2024-01-08 00:00:00,2024-09-08 00:00:00,2024-02-09 00:00:00,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Sim,2024-07-09 00:00:00,10.0,ALFA  (2o e 3o ano),1.0
ALUNO-1096,3.0,B,Rede Decisão,Veterano,Topázio,8814,10.0,2024-09-08 00:00:00,2024-05-07 00:00:00,2024-05-07 00:00:00,2024-03-08 00:00:00,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Sim,2024-07-09 00:00:00,10.0,Nível 3 (7o e 8o ano),0.0
ALUNO-1098,0.0,L,Escola Pública,Ingressante,Topázio,8313,10.0,10.0,2024-05-07 00:00:00,2024-03-05 00:00:00,2024-05-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-08-08 00:00:00,10.0,ALFA  (2o e 3o ano),0.0
ALUNO-1099,1.0,F,Escola Pública,Ingressante,Topázio,8331,10.0,2024-06-09 00:00:00,2024-03-06 00:00:00,2024-09-05 00:00:00,2024-01-08 00:00:00,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-09-08 00:00:00,10.0,Nível 1 (4o ano),0.0
ALUNO-1103,2.0,G,Escola Pública,Veterano,Quartzo,4000,0.0,2024-09-02 00:00:00,2024-06-05 00:00:00,2024-03-03 00:00:00,6.0,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,2024-05-05 00:00:00,5.0,Nível 4 (9o ano),-2.0
ALUNO-1104,1.0,N,Escola Pública,Ingressante,Ametista,6889,2024-05-09 00:00:00,2024-09-07 00:00:00,2024-05-07 00:00:00,2024-06-03 00:00:00,2024-09-07 00:00:00,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-09-07 00:00:00,5.0,Nível 2 (5o e 6o ano),-1.0
ALUNO-1105,2.0,D,Escola Pública,Veterano,Ágata,6621,2024-05-09 00:00:00,2024-03-06 00:00:00,2024-03-06 00:00:00,2024-05-05 00:00:00,2024-03-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-03-07 00:00:00,5.0,Nível 3 (7o e 8o ano),-1.0
ALUNO-1107,2.0,B,Escola Pública,Ingressante,Ametista,8217,10.0,2024-06-09 00:00:00,2024-05-07 00:00:00,8.0,2024-05-07 00:00:00,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,2024-05-08 00:00:00,5.0,Nível 3 (7o e 8o ano),-1.0
ALUNO-1110,2.0,A,Escola Pública,Veterano,Ágata,6871,9.0,2024-04-05 00:00:00,2024-05-07 00:00:00,2024-01-05 00:00:00,2024-05-06 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-03-07 00:00:00,10.0,Nível 2 (5o e 6o ano),0.0
ALUNO-1112,7.0,A,Rede Decisão,Veterano,Ametista,7242,2024-03-08 00:00:00,2024-02-07 00:00:00,2024-03-06 00:00:00,2024-05-06 00:00:00,2024-08-07 00:00:00,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não,2024-03-06 00:00:00,10.0,Nível 7 (3o EM),0.0
ALUNO-1114,3.0,M,Escola Pública,Ingressante,Ágata,6376,2024-05-07 00:00:00,2024-04-04 00:00:00,2024-05-07 00:00:00,2024-05-06 00:00:00,2024-09-06 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,5.0,10.0,Nível 3 (7o e 8o ano),0.0
ALUNO-1115,1.0,E,Escola Pública,Ingressante,Quartzo,3638,0.0,2024-07-01 00:00:00,2024-09-06 00:00:00,0.4,2024-01-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-07-06 00:00:00,5.0,Nível 3 (7o e 8o ano),-2.0
ALUNO-1117,0.0,N,Escola Pública,Ingressante,Ametista,7129,2024-05-09 00:00:00,2024-03-08 00:00:00,0.0,2024-08-06 00:00:00,2024-05-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.0,10.0,ALFA  (2o e 3o ano),0.0
ALUNO-1119,2.0,A,Escola Pública,Veterano,Ametista,7383,10.0,2024-08-05 00:00:00,2024-05-07 00:00:00,2024-06-05 00:00:00,2024-01-07 00:00:00,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,2024-02-08 00:00:00,10.0,Nível 1 (4o ano),1.0
ALUNO-1122,4.0,L,Escola Pública,Ingressante,Ametista,7906,2024-08-08 00:00:00,2024-08-05 00:00:00,2024-05-07 00:00:00,2024-04-08 00:00:00,2024-08-07 00:00:00,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Não,2024-03-08 00:00:00,10.0,Nível 4 (9o ano),0.0
ALUNO-1123,4.0,G,Rede Decisão,Ingressante,Ametista,7634,2024-05-07 00:00:00,2024-06-08 00:00:00,2024-03-06 00:00:00,2024-05-07 00:00:00,2024-03-08 00:00:00,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não,2024-05-08 00:00:00,5.0,Nível 6 (2o EM),-2.0
ALUNO-1124,4.0,F,Escola Pública,Ingressante,Ametista,7264,2024-09-07 00:00:00,2024-06-08 00:00:00,2024-06-05 00:00:00,6.0,2024-01-08 00:00:00,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não,2024-04-08 00:00:00,5.0,Nível 6 (2o EM),-2.0
ALUNO-1126,3.0,G,Escola Pública,Ingressante,Quartzo,5047,2024-01-07 00:00:00,2024-03-03 00:00:00,2024-05-07 00:00:00,4.0,2024-07-06 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-08-04 00:00:00,5.0,Nível 4 (9o ano),-1.0
ALUNO-1127,3.0,A,Rede Decisão,Veterano,Ametista,7547,2024-02-09 00:00:00,2024-08-07 00:00:00,2024-03-06 00:00:00,2024-05-05 00:00:00,2024-09-07 00:00:00,Promovido de Fase,Promovido de Fase + Bolsa,Mantido na Fase atual,Não avaliado,Não,2024-08-07 00:00:00,10.0,Nível 3 (7o e 8o ano),0.0
ALUNO-1128,4.0,F,Rede Decisão,Veterano,Ametista,7961,2024-02-09 00:00:00,2024-09-08 00:00:00,5.0,2024-01-08 00:00:00,2024-08-08 00:00:00,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não,2024-09-08 00:00:00,5.0,Nível 5 (1o EM),-1.0
ALUNO-1129,2.0,I,Escola Pública,Veterano,Ametista,7261,2024-08-06 00:00:00,2024-09-07 00:00:00,2024-09-06 00:00:00,2024-06-04 00:00:00,2024-07-07 00:00:00,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,2024-01-08 00:00:00,10.0,Nível 2 (5o e 6o ano),0.0
ALUNO-1130,2.0,N,Rede Decisão,Veterano,Topázio,9107,10.0,10.0,2024-05-07 00:00:00,2024-05-09 00:00:00,2024-08-09 00:00:00,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não avaliado,Sim,2024-09-09 00:00:00,5.0,Nível 3 (7o e 8o ano),-1.0
ALUNO-1131,3.0,M,Escola Pública,Veterano,Ágata,5774,2024-01-07 00:00:00,2024-06-05 00:00:00,2024-05-07 00:00:00,2024-01-04 00:00:00,2024-09-06 00:00:00,Mantido na Fase atual,Alocado em Fase anterior,Mantido na Fase atual,Não avaliado,Não,6.0,5.0,Nível 4 (9o ano),-1.0
ALUNO-1132,7.0,A,Rede Decisão,Veterano,Ametista,7584,2024-01-07 00:00:00,2024-06-08 00:00:00,2024-05-07 00:00:00,8.0,2024-03-08 00:00:00,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não,2024-04-07 00:00:00,5.0,Nível 8 (Universitários),-1.0
ALUNO-1136,4.0,E,Escola Pública,Veterano,Topázio,8292,2024-08-08 00:00:00,2024-02-09 00:00:00,2024-05-07 00:00:00,2024-02-08 00:00:00,2024-08-08 00:00:00,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Sim,2024-01-09 00:00:00,5.0,Nível 5 (1o EM),-1.0
ALUNO-1139,3.0,C,Escola Pública,Veterano,Ágata,6497,2024-08-08 00:00:00,2024-08-05 00:00:00,2024-05-07 00:00:00,5.0,2024-05-07 00:00:00,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,2024-03-07 00:00:00,5.0,Nível 4 (9o ano),-1.0
ALUNO-1140,5.0,B,Escola Pública,Ingressante,Ágata,6545,2024-05-07 00:00:00,2024-01-06 00:00:00,2024-05-07 00:00:00,2024-05-05 00:00:00,2024-08-07 00:00:00,Promovido de Fase + Bolsa,Alocado em Fase anterior,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,2024-02-07 00:00:00,5.0,Nível 7 (3o EM),-2.0
ALUNO-1141,2.0,P,Escola Pública,Veterano,Ametista,6969,2024-04-07 00:00:00,5.0,2024-05-07 00:00:00,2024-09-06 00:00:00,2024-01-08 00:00:00,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não avaliado,Não,2024-09-08 00:00:00,5.0,Nível 4 (9o ano),-2.0
ALUNO-1143,0.0,O,Escola Pública,Ingressante,Ametista,7154,2024-05-08 00:00:00,10.0,2024-08-03 00:00:00,2024-03-06 00:00:00,2024-05-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-01-07 00:00:00,5.0,Nível 1 (4o ano),-1.0
ALUNO-1146,3.0,A,Escola Pública,Ingressante,Ametista,7775,2024-06-09 00:00:00,2024-02-07 00:00:00,2024-05-07 00:00:00,2024-01-06 00:00:00,2024-05-07 00:00:00,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,2024-03-08 00:00:00,10.0,Nível 3 (7o e 8o ano),0.0
ALUNO-1147,5.0,L,Escola Pública,Ingressante,Ametista,8181,2024-06-09 00:00:00,2024-01-08 00:00:00,2024-05-07 00:00:00,2024-09-08 00:00:00,2024-08-08 00:00:00,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não,2024-06-08 00:00:00,5.0,Nível 6 (2o EM),-1.0
ALUNO-1149,0.0,P,Escola Pública,Veterano,Ágata,5825,9.0,2024-02-04 00:00:00,2024-05-07 00:00:00,2024-04-05 00:00:00,5.0,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-03-06 00:00:00,5.0,Nível 2 (5o e 6o ano),-2.0
ALUNO-1150,1.0,G,Escola Pública,Veterano,Ametista,7318,8.0,2024-08-08 00:00:00,2024-05-07 00:00:00,2024-08-05 00:00:00,2024-03-08 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-06-07 00:00:00,5.0,Nível 2 (5o e 6o ano),-1.0
ALUNO-1151,3.0,L,Escola Pública,Ingressante,Ágata,5931,0.0,2024-03-05 00:00:00,2024-05-07 00:00:00,2024-08-07 00:00:00,2024-09-07 00:00:00,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,2024-03-06 00:00:00,5.0,Nível 4 (9o ano),-1.0
ALUNO-1155,0.0,R,Escola Pública,Ingressante,Topázio,9048,2024-05-09 00:00:00,10.0,2024-05-07 00:00:00,2024-07-07 00:00:00,2024-04-08 00:00:00,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não avaliado,Não avaliado,Sim,2024-08-09 00:00:00,10.0,ALFA  (2o e 3o ano),0.0
ALUNO-1156,4.0,A,Escola Pública,Ingressante,Ágata,6730,2024-08-08 00:00:00,2024-03-05 00:00:00,2024-06-05 00:00:00,2024-05-06 00:00:00,7.0,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,2024-02-06 00:00:00,10.0,Nível 4 (9o ano),0.0
ALUNO-1157,0.0,R,Escola Pública,Ingressante,Ametista,7629,2024-05-07 00:00:00,2024-07-06 00:00:00,2024-05-07 00:00:00,2024-01-07 00:00:00,2024-05-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-02-08 00:00:00,10.0,ALFA  (2o e 3o ano),0.0
ALUNO-1159,5.0,L,Rede Decisão,Veterano,Ametista,8014,2024-08-08 00:00:00,2024-03-08 00:00:00,2024-05-07 00:00:00,2024-06-08 00:00:00,2024-03-08 00:00:00,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não,2024-04-08 00:00:00,5.0,Nível 6 (2o EM),-1.0
ALUNO-1160,4.0,A,Escola Pública,Ingressante,Ametista,7130,2024-09-07 00:00:00,2024-08-05 00:00:00,2024-05-07 00:00:00,2024-08-05 00:00:00,8.0,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,2024-04-07 00:00:00,10.0,Nível 4 (9o ano),0.0
ALUNO-1161,3.0,L,Escola Pública,Veterano,Ágata,6458,2024-09-07 00:00:00,2024-01-06 00:00:00,2024-08-03 00:00:00,2024-09-06 00:00:00,2024-08-05 00:00:00,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,2024-01-08 00:00:00,5.0,Nível 5 (1o EM),-2.0
ALUNO-1164,0.0,S,Escola Pública,Ingressante,Ágata,6571,9.0,5.0,2024-05-07 00:00:00,2024-02-06 00:00:00,2024-05-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-02-07 00:00:00,5.0,Nível 1 (4o ano),-1.0
ALUNO-1165,3.0,F,Escola Pública,Veterano,Ametista,7765,2024-09-07 00:00:00,2024-06-08 00:00:00,2024-05-07 00:00:00,2024-02-07 00:00:00,2024-07-07 00:00:00,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Não,2024-09-08 00:00:00,5.0,Nível 4 (9o ano),-1.0
ALUNO-1166,2.0,E,Escola Pública,Veterano,Quartzo,3979,0.0,2024-01-02 00:00:00,2024-09-06 00:00:00,2024-05-03 00:00:00,2024-04-05 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-07-05 00:00:00,5.0,Nível 4 (9o ano),-2.0
